-68.45630597	18.34097457
-68.45500318	18.35416165
-68.45377352	18.35598754
-68.45256030	18.35745846
-68.45171857	18.35895981
-68.45170601	18.35898237
-68.45130945	18.36055955
-68.45101923	18.36271663
-68.45094326	18.36410723
-68.45055361	18.36685041
-68.45027943	18.36898829
-68.45001195	18.37144708
-68.44979851	18.37328133
-68.44973001	18.37509331
-68.44985220	18.37722448
-68.44905874	18.38285311
-68.44888294	18.38361971
-68.44879905	18.38545207
-68.44879911	18.38653780
-68.44871497	18.38788761
-68.44844056	18.38990584
-68.44871517	18.39285652
-68.44882206	18.39532993
-68.44859301	18.39646136
-68.44850147	18.39809255
-68.44836425	18.39992583
-68.44847881	18.40241843
-68.44839476	18.40336386
-68.44853231	18.40513242
-68.44832618	18.40724908
-68.44815899	18.40863370
-68.44810493	18.40908429
-68.44795194	18.41083737
-68.44747182	18.41295774
-68.44707465	18.41447499
-68.44655615	18.41691947
-68.44611379	18.41813503
-68.44558719	18.41995471
-68.44520549	18.42106869
-68.44474812	18.42250442
-68.44465610	18.42314927
-68.44468711	18.42363182
-68.44441207	18.42452246
-68.44377126	18.42539956
-68.44284835	18.42642267
-68.44173417	18.42764863
-68.44045267	18.42881987
-68.43963613	18.42931790
-68.43858346	18.43020054
-68.43764497	18.43088137
-68.43649270	18.43124619
-68.43576785	18.43194229
-68.43494410	18.43282107
-68.43424242	18.43349798
-68.43397517	18.43396608
-68.43392931	18.43495336
-68.43383055	18.43511572
-68.43318182	18.43530816
-68.43257153	18.43554128
-68.43160274	18.43642197
-68.43137332	18.43670819
-68.43090839	18.43754402
-68.43044272	18.43857747
-68.43030538	18.43914193
-68.42985547	18.43989530
-68.42922240	18.44073062
-68.42830673	18.44147120
-68.42726167	18.44197427
-68.42659015	18.44224786
-68.42584240	18.44250322
-68.42543785	18.44259119
-68.42493468	18.44352520
-68.42477432	18.44403085
-68.42453776	18.44469783
-68.42422499	18.44512729
-68.42360671	18.44596263
-68.42340873	18.44622752
-68.42343154	18.44667047
-68.42342377	18.44703308
-68.42292771	18.44760556
-68.42271187	18.44807263
-68.42256164	18.44839640
-68.42176805	18.44871143
-68.42120372	18.44898423
-68.41996761	18.44940978
-68.41925819	18.44970364
-68.41850288	18.45005944
-68.41767114	18.45047609
-68.41702269	18.45091019
-68.41640497	18.45156470
-68.41571059	18.45246304
-68.41550439	18.45288829
-68.41505445	18.45362129
-68.41481008	18.45410967
-68.41469566	18.45434553
-68.41456580	18.45459589
-68.41423782	18.45496320
-68.41371948	18.45527453
-68.41316972	18.45522313
-68.41268151	18.45503186
-68.41212445	18.45471937
-68.41164424	18.45476875
-68.41139234	18.45485273
-68.41101073	18.45498258
-68.41045396	18.45527236
-68.40953054	18.45581294
-68.40901212	18.45614458
-68.40837081	18.45673907
-68.40787502	18.45721094
-68.40741702	18.45768175
-68.40654760	18.45834104
-68.40563175	18.45908160
-68.40451048	18.46000675
-68.40345743	18.46105193
-68.40275558	18.46168687
-68.40187079	18.46266932
-68.40146614	18.46380455
-68.40116102	18.46423182
-68.40119936	18.46495385
-68.40116862	18.46562028
-68.40112291	18.46650479
-68.40098599	18.46725230
-68.40038287	18.46859139
-68.40006232	18.46952248
-68.39936806	18.47070088
-68.39852888	18.47182243
-68.39788829	18.47271970
-68.39742304	18.47337118
-68.39684289	18.47424722
-68.39635458	18.47508053
-68.39582843	18.47605496
-68.39571398	18.47662181
-68.39562236	18.47724738
-68.39550763	18.47789329
-68.39511861	18.47860375
-68.39494294	18.47923140
-68.39484380	18.47981628
-68.39470693	18.48036154
-68.39455424	18.48102767
-68.39443957	18.48165316
-68.39413433	18.48210183
-68.39384434	18.48240823
-68.39347077	18.48291768
-68.39299770	18.48326867
-68.39291752	18.48334748
-68.39251718	18.48373937
-68.39216627	18.48386818
-68.39180749	18.48403538
-68.39149493	18.48504663
-68.39170054	18.48598842
-68.39168527	18.48630916
-68.39164710	18.48771907
-68.39194498	18.48870065
-68.39204386	18.48954379
-68.39222727	18.49040418
-68.39238750	18.49112543
-68.39241811	18.49152774
-68.39204416	18.49280211
-68.39129622	18.49438477
-68.39072408	18.49546069
-68.38998432	18.49638028
-68.38928248	18.49695644
-68.38888557	18.49718450
-68.38856501	18.49727048
-68.38767980	18.49730711
-68.38730617	18.49731268
-68.38681766	18.49718115
-68.38637559	18.49712776
-68.38621506	18.49664822
-68.38606272	18.49636869
-68.38561270	18.49589381
-68.38550567	18.49585506
-68.38539890	18.49591797
-68.38491810	18.49594695
-68.38470430	18.49595077
-68.38442972	18.49593524
-68.38346101	18.49597384
-68.38318647	18.49609719
-68.38282016	18.49654791
-68.38256819	18.49665218
-68.38193511	18.49719464
-68.38275140	18.49622689
-68.38201890	18.49676334
-68.38146207	18.49719427
-68.38072952	18.49759064
-68.38012671	18.49794344
-68.37953936	18.49827595
-68.37850186	18.49901822
-68.37774679	18.50021892
-68.37735738	18.50083003
-68.37702920	18.50137682
-68.37626651	18.50223746
-68.37603767	18.50330777
-68.37539648	18.50428402
-68.37473289	18.50473943
-68.37436680	18.50528726
-68.37409224	18.50638002
-68.37384772	18.50670677
-68.37349680	18.50729541
-68.37302384	18.50792873
-68.37280252	18.50821273
-68.37269604	18.50851627
-68.37223806	18.50876668
-68.37209348	18.50880804
-68.37179589	18.50873359
-68.37162791	18.50869797
-68.37139113	18.50868028
-68.37136064	18.50892308
-68.37116269	18.50962969
-68.37117000	18.51021373
-68.37118536	18.51071548
-68.37118528	18.51105885
-68.37105558	18.51170578
-68.37097167	18.51198798
-68.37068958	18.51239602
-68.37032305	18.51320599
-68.37024697	18.51361128
-68.37010219	18.51385261
-68.36988055	18.51424053
-68.36949936	18.51517135
-68.36927808	18.51577956
-68.36894222	18.51612860
-68.36869815	18.51649502
-68.36828585	18.51702461
-68.36785895	18.51767506
-68.36780319	18.51771446
-68.36721013	18.51812932
-68.36665325	18.51852170
-68.36623383	18.51875081
-68.36590584	18.51905812
-68.36543256	18.51991290
-68.36514301	18.52023841
-68.36476105	18.52104949
-68.36461632	18.52127491
-68.36418914	18.52182595
-68.36404420	18.52212935
-68.36370853	18.52322188
-68.36348696	18.52404922
-68.36340310	18.52479578
-68.36334970	18.52546103
-68.36322043	18.52646832
-68.36298365	18.52709798
-68.36257155	18.52772696
-68.36222837	18.52845792
-68.36195750	18.52902213
-68.35742693	18.53409926
-68.35354613	18.54145723
-68.35305770	18.54189698
-68.35240920	18.54254094
-68.35221856	18.54268496
-68.35190577	18.54302618
-68.35131864	18.54340938
-68.35111215	18.54351033
-68.35041829	18.54393617
-68.35015085	18.54403916
-68.34970874	18.54444102
-68.34931202	18.54488360
-68.34896101	18.54594776
-68.34883879	18.54663084
-68.34877792	18.54723172
-68.34878515	18.54765310
-68.34866340	18.54821420
-68.34812171	18.54925962
-68.34770195	18.54986369
-68.34724438	18.55058636
-68.34693164	18.55106881
-68.34635147	18.55271510
-68.34548177	18.55420450
-68.34531411	18.55452588
-68.34483326	18.55561109
-68.34450504	18.55611272
-68.34391801	18.55659873
-68.34385688	18.55709786
-68.34403218	18.55757856
-68.34420005	18.55795876
-68.34393325	18.55866283
-68.34359736	18.55900396
-68.34342565	18.55899432
-68.34328471	18.55898705
-68.34278134	18.55912997
-68.34230018	18.55951125
-68.34202600	18.55979385
-68.34194171	18.56015618
-68.34178134	18.56089794
-68.34172035	18.56151906
-68.34172086	18.56216081
-68.34170526	18.56266236
-68.34154534	18.56328430
-68.34124755	18.56342558
-68.34082785	18.56336764
-68.33990482	18.56329321
-68.33954629	18.56317566
-68.33935555	18.56319641
-68.33919516	18.56393808
-68.33915684	18.56496039
-68.33902745	18.56504018
-68.33873722	18.56504250
-68.33779169	18.56526970
-68.33727260	18.56565309
-68.33676891	18.56617560
-68.33605938	18.56677979
-68.33576197	18.56696281
-68.33467844	18.56764936
-68.33417488	18.56829493
-68.33405330	18.56879610
-68.33388491	18.56973880
-68.33372512	18.57032007
-68.33309942	18.57130642
-68.33200858	18.57217364
-68.33126838	18.57396163
-68.33106231	18.57470322
-68.33083317	18.57544690
-68.33042133	18.57687234
-68.33016938	18.57737304
-68.32952893	18.57864170
-68.32898734	18.57990628
-68.32880414	18.58084891
